sentence,sentiment
Dhanyawad bhaiya  Itna saralta se kathin baton ko kehne  liye alag tallent hai aap dono me Salute ur creativity team,positive
"उन गरीब परिवार पर भी वीडियो बनाइए जिनके पास बेटी की शादी करने का पैसा नहीं है वह कहां से टेंट,डीजे , पंडित के साथ लोगों को भोज खिलाएगा धन्यवाद",positive
Gobind ji maharaj ki jai,positive
श्वेता -वह बंदा पंडित है ठीक है  पब्लिक -फिर आगे क्या हुआ 111* other -  जितना मिल रहा है उतने में खुश रहो,positive
Jai  Mata  Di,positive
joy mata di,positive
"हाँ,खुशी भी है भारतीय क्रिकेट में उनके योगदान को लेकर पर  दु:ख भी है,, जब भी मैच निर्णायक दौर में होगा तब तब धोनी याद किये जायेंगें।",positive
Bhai dil ko chu liya tum logo ne. Now I miss Bihar.,positive
"अद्भुत! मैं भी आपके विचारों, परिकल्पनाओ , बिहार के लिए समर्पण का सम्मान करता हूँ, शुभकामनायें ।",positive
Ham pahunch ke taiyar hai,positive
एक बार अरवल में भी आओ भाइ .और यहाँ के बारे में भी लोगों को कुछ बताओ,positive
Kon kon maithili song ko pasand karte ho please like taki pata to chale 💎💎💎💎💎💎💎💎👍👍👍👍👍👍👍🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹💕💕💕💕💕💕💕💕💕💕,neutral
ram vivaha gana metheli mei,positive
App koti koti pranam Vai🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🇮🇳🇮🇳🇮🇳,positive
Sadd chuka h Bihar aur Bharat dono ki aatma......,negative
"अगर बिहार को सुधारना है तो इसके चिकित्सा व्यवस्था (हेल्थ सिस्टम) को सबसे पहले  सुधारना होगा नीतीश बाबू।  जागो सरकार, जागो।",positive
"जब तक बिहार प्रतियोगी परीक्षा में क्वेश्चन बिकेगा तो पुलिस के भेष में गुंडा हीं होगा,",negative
Bhai mere se bat kro video banvani thi,positive
Guru ek aaur video Anand Mohan ji pe,positive
"I stand with Khan sir  Sir ap apne statement me bane rahiyega, hum log apke sath jain",positive
Super se bhi uper jai baba karik maharaj ki jay jay,positive
भईया जो आप कर रहे हैं शायद ही कोई कर रहा हैं और करेगा हमसब बेरोजगारो को साथ देने के लिए दिल से धन्यवाद  और हाँ साथ आप के टैलेंट को भी इग्नोर नही कर सकते  .. भइया मेरे को आपसे मिलना हैं मैं जहानाबाद से ही हु पल्ज़ज़्ज़,positive
बीजेपी वाले देश को बर्बाद कर देगा       राजीव प्रताप रूडी जैसे आदमी बिहार को बर्बाद कर रहा है,negative
हर ख़ानदान मे कोई एक होता है जो गरीबी रेखा को पार करके आगे चला जाता है। भगवान करें कि वो आप के खानदान मे वो आप हो !🙏🙏🙏🙏🙏,positive
भाषा की मर्यादा 💐 Tweet करेंगे ज़्यादा 🔥🔥 नही चाहिए झूठा वादा ❌ अटल है हमारा इरादा 💪💪 #SpeakUpForSSCRailwaysStudents #SSCdeclareCGLresults,negative
बहुत मेहनत से आप सभी के लिए वीडियो बनता हूँ किरप्या कमैंट्स जरूर करें और वीडियो को लाइक एंड शेयर करें साथ हि चैनल को सब्सक्राइब भी कर ले | I need your support... Thanks a lot for watching 🙏🙏🙏🙏,positive
नीतीश कुमार के गांजा पिए में महारत हासिल है हमेशा भुई रहते है काला चश्मा लगाके।😂😂😂,negative
"kya bat hai bhaiya, ap to actor v kmal k hain, dil jit liye ap to 🤘🤘😄😄😘😘❤️❤️",positive
Nice song ...samaj me Jo ho Raha hai..uska Pura film dikha diye ...❤️❤️🔥🔥,positive
*जिस तरह शिक्षा का व्यवसायीकरण हो रहा है पढ़ते पढ़ते जितने रुपये खर्च हो जाते हैं बहुतों को तो उतना कमाने में ही मुश्किल हो जाती है*,negative
"#one'day u will Rock Bihar का ये लाल आज न कल सितारा बनके उभरेगा जरुर, बिहार में अब एक बार भोजपुरी की दुनियां से हटके इस ओर आना है 🙏 Full support bhaiyajii,plzshare it to optimum levels ❤️❤️",positive
Name modi Kam bakchodi🤣🤣🤣,negative
"भैया कभी मेरे गांव में भी आइए, बहुत समस्या हैं, यहाँ  आपके आने से सायद सुधर जाए  विश्वजीत भैया और युगल भैया आपका स्वागत हैं🙏🙏🙏🙏",positive
12:13  and 13:43 Nawada se hai 😍😍 Love from Nawada bhaiya,positive
"Indan army हमारे देश का शान है और रहेगा और हमारे देश में एक भीम army है जो army  का नाम बदनाम कर रहा है और अभी इस पे नही बोलेगा कियू कि ,,,,,,,",mix
jio sir,positive
Sala bihar police wala  jab apne sathi ko na dundh pa raha hai to log ka help karega bihar police,negative
जय सनातन 🙏🙏🙏🙏🙏 हर हर महादेव,positive
आपका वीडियो बहुत की कमाल के होते हैं 😍,positive
JaI Ho... LoVe FrOm ARA JILLA❤️,positive
Jai ho himanshu babu,positive
Opposition ke pass abb oppose karne ke liye kuch nahi bacha hai,positive
अति सुन्दर जय मिथिला जय मैथिली 🙏🙏,positive
Jai Magadh 🔥 जय बिहार 🙏,positive
एक नया मुहावरा बन गया 😊 - मुहावरा-  एंबुलेंस से तिरपाल हटाना अर्थ- जेल जाना,negative
Jay ho Bihari jee ki,positive
bahut sara pyar bhiya rajgir se❤️🤘,positive
effort acha tha par bat nhi bani bhai,neutral
Gopal jee thank you. Gaya ke Manpur village se IITian likalte h uspr video bnaiye.,positive
मिथिला की संस्कृति सबसे पवित्र है और झिझिया song में सभी कलाकारों को बहुत बहुत धन्यवाद और जो इन सभी कलाकारों को ट्रेंड किए उनको भी बहुत बहुत धन्यवाद ❤ गजब का संस्कृत और ट्राइलेंट❤❤,positive
Yahi haal Railway exam ka bhi hai.. har zone ka alag alag paper hone se bahut pareshani hoti hai,negative
Jai maa Shera wali ki 🙏🙏🙏🙏🙏🙏🙏,positive
"#JusticeforNikita 🙏 #JusticeforMungervictims 🙏  Munger kand .... 30 se jyada log badly ghayal , 22 sal k bchhe ka brain far Diya gya , 12 sal k bchhe k pet mein ched ho gya , Ek uncle ka ghutna far Diya gya ....",negative
काश भोजपुरी भी साउथ मूवी मराठी मूवी की तरह अपना अश्लीलता छोड़ कर भोजपुरी को आगे बढ़ाता। धन्यवाद आप लोगो को,negative
भैया दिल से सैल्यूट है आप लोगों को मघई बॉयज जिंदाबाद छात्र एकता जिंदाबाद,positive
Har har mahadev 🌍🌛🌕🌗,positive
जाति जनगणना का विरोध.... बहुत अच्छे!  कभी डोमबा बस्ती में गये हो..... कभी मुसहर बस्ती में गयेे हो........ नहीं गए होगे.. क्योंकि बद्बू आती है| समरस समाज के ठेकेदारो..... माउन्टेन मैन दशरथ मांझी के परिवार के स्थिति का वीडियो कभी बनाये हो... नहीं बनाये हो और नहीं बनाओगे,negative
"धन्यवाद,,,Expose media & विकास भाई के माध्यम से तारीफे_ए _काबिल, वेब सीरीज<बसंतपुर डायरी>  देखने को मिला, बहुत सराहनीय सीरीज हैं, मगधी ब्वॉय के बहुत_बहुत धन्यवाद 🙏,,,,,,, और हा,,,,,,, गठबंधन हम कइनी """"सरकार  ते बनाइबे रे,,,,😂😂😂😂",positive
Fasi ki saja dena chahiye in sb ko,negative
Background music bawal hai 👍👍👍,positive
Jholachap govt.,negative
ब्लू शर्ट वाले भाई की सलाह ने दिलजीत लिया । 100% सही सलाह,positive
Jai mata Di. Sab ko Raksha Karna mata sherobali,positive
ऐसी गीत और कहीं सुनने को नहीं मिलता है मिथिला महान,positive
Bhai jee app ek video tower installation pe banayee,positive
Chalo magahi bhaiya achha sandesh diye samaj ko,positive
Adbhut apurv,positive
bhag 1 badme 2 3 4  nhi aarha hai kyau,neutral
भक्त समझ नही पाएंगे इस वीडियो पर क्या कमेंट करे।,negative
"अब सरकार कुछ नहीं कर सकती अब हम लोगों को ही सजग रहना है न करवाएंगे क्वेश्चन आउट ना किसी को करने देगे ना , अगर ऐसा कुछ होता है तो अबकी बार सीधे बार सरकार पर करें, कोई रोड जाम नहीं कोई चक्का जाम नहीं। जब हम लोगों का कोई अस्तित्व ही नहीं रहेगा तो सरकार क्या करेगी रहकर , ऐसे भी यह सरकार से तंग आकर हम लोग बर्दाश्त से बाहर हो चुके हैं। इसलिए आप हम लोग सहेंगे नहीं चाहे जो भी हो। जय बिहार, जय भारत।",negative
Ha ha😆 ha  maja aa gaya,positive
विश्व जीत भैया आप का यह वीडियो बहुत अच्छा है इंडिया में परीक्षा का यही हाल है।,positive
"अद्भुत भाई ,छा गए हो । Love u bro❤️❤️❤️❤️",positive
अति सुन्दर गाना है मिथिला इसको और आगे बढ़ाइए,positive
Aapka aawaaz bhut achha h bhaiya jee...,positive
"ये तो बात सही है , आप कहीं पे भी देख लीजिए किसी भी field मैं हर जगह पैसा पे ही सब कुछ होता है,जिसके पास पैसा नहीं है उसका टैलेंट उसको कुछ नहीं कर पाएगा,टैलेंट के साथ पैसा भी जरूरी है 👍👍",negative
वाह वाह... 😀,positive
Bahut badiya bhaiya students ke shath dene ke liye.. thanks 🙏🙏🙏🙏🙏🙏,positive
Kashmir files par video banaey 😊😊,positive
vishwa ji aap to bole the ki magadhi boys ke tale vishwa najar nhi aega.. aapke aane se koi dikkat nhi lekin.. jugla ji ki rhea chakarworthy wale byan ko aap v support krte hn.. kuchh aisa hi lg rha,negative
Mai Nepal se hu aur meri matri bhasa Bajjika hai ❤,positive
Hamare sath bhi hone se aisa bach gya 4 months pahle,positive
Please hara dena afgan bhaiyon 🙏🙏🙏🙏 god please help to them,positive
Jai baba,positive
"song ,voice ,story teeno ka combination.😍 kya baat hai 🤗 or aap itna smart kaise lgre bhaiya hum log ko bhi tips dijiye 😁",positive
Jay Govind Baba ji,positive
Jay Govind Maharaj ki Jay,positive
Jai mithila jai maithili,positive
"मुश्किलों का आना ,  Part Of Life है ....   और   उनमें से हंस कर बाहर आना ,       Art Of Life है..... :)khan sir",positive
Super se bhi uper song,positive
Bachpan ka yaad dila diya yaar Chup Chup ke dekhne Jaya karte the mom dad sone ke baad,positive
Wah sir ji bahut sundar,positive
Waah bhaiyo,positive
Kal se waiting kar rahe the 👌👌👌👌,positive
Mujhe wo din yad hai jb 1-2k sub se channel start hua tha . Aj 100k honev wala h.. Congrats🥳,positive
pura bag daliye,neutral
Jai Mata Di,positive
बहुत ही सुंदर और बहुत ही लाजवाब प्रस्तुत किए। आप दोनों ने मिलकर यह संदेश दुनिया को एकदम ही प्रेरणादायक है।,positive
Khan sir ka interview Bhaiya please ❤️👍🏼lijiye 🙏🙏,positive
"हमे मगधी होने पर गर्व है , जय बिहार जय मगध",positive
लीना वाला वीडियो तो कंप्लीट कर दीजिए ।,negative
dami hai bhaiya ji kahaka he,positive
शानदार कहानी,positive
Hum na Rajput h Nahi Hindu or Nahi Muslim h ham Indian h  Es Galti ke li Saha mauth h,mix
R world mera bachpan,positive
Mene bhi Nepal jane ka plan bnaya tha 😂😂😂,positive
एंबुलेंस चोर फरार है पप्पू यादव गिरफ्तार है इसलिए अनंत सिंह  बोलते हैं बिहार मे लौरा  की सरकार है😑 #ReleasePappuYadav,negative
RAM Prakash mahto,positive
Call laga hi nhi haii😂😂😂😉😉😆😆😆.. must notice 👍👍👍😂,positive
Environment pe bhi  aap achchha kam kar rahe Hahn,positive
karikh maharaj ki jay,positive
Gjb bhaiya,positive
Great work bro . Aap dono es bihar ko ek din atmnirbhar bnakr hi chhodenge .ye hm nhi aapki jajbat bol rhi hai . Very nice work .aapke jajbe ko salam .jai magadh jai bihar jai hind,positive
पापा बेटा का जुगलबंदी❤️,positive
Rahmaan sir dil se namaste ❤🙏 U r great guruji mere paas v paise  ki bahot dikkat thi lekin jab sir se  mile toh vo hmko free mei padha  rahe hai isbar hmko daroga banna  hai aur guruji ka naam raushan  karna hai ✌✌💪💪🙏🙏,positive
Ek dam sahi bhaiya ji 🤣🤣🤣🤣🤣🤣🤣🤣🤣,positive
मखदुमपुर(जहानाबाद)भी टॉप करेगा।चिंता मत कीजिये।,positive
एक बार सिर रेल्वे के privatization पे भी वीडियो बनाये। ntpc के परीक्षा में भी बिलंब हो रहा ह । 2 साल हो गया,negative
Bohat acha song h,positive
Jai.Baba,positive
Video dislike kaun kr rha hai ??? Lage lga mirchi,negative
Gajab Bhai gajab 👌👌👌👌👌 I really miss you mahi kaas aaj team me dhoni hota to ye din dekhna nahi parta 😭😭😭😭😭😭😭😭😭,mix
Ek aisa hi video is semifinal ka bhi laiye bhaiya plz I request you🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏.....................,positive
बहुत बहुत शुक्रिया भइया 🚩🙏,positive
Bhaiya aapka sabsa bara fan hun aap manege to ❤️❤️❤️,positive
चरण स्पर्श rahman सर जी,positive
G. I. Tag wala  Kala rice ab bihar m v Wah! An hm v apne papa loves bolenge lgane ke liye,positive
Madarchod police ka bat app kartay hai hum do din sa jail ka Ander tha galti sirf bike Chala rahay tha lakin halmet nahi pahna tha tabhi police Wala Mera baike chin ka la gya aur gali galog karna laga isliya nahi chiya aisa police,negative
Magahi ka jayda jila jharkhand me chale gaye....i love magahi language,positive
Khan sir ji......ko sache dil de naman🙏..... Hm sb log apne....chaheta guruji ke support me khade hain....  Unhone dekh bhakti sikhaa diya🙏 Apsi pyar or bhai chara sikhaya,positive
n... n....   Bata dijiye bhaiya...🤣🤣🤣🤣🤣,negative
Kamar tk nhi .....usss se kafi upar tk pani jma tha ...hmlog k taraf avi v ghutna tk h...10 days ho gya,negative
C.tet or S.tet .qualify.candidate ko  Jald joining letter Diya jaye...,negative
"सारा कार्य लाजवाब , बेहतरीन ,सभी कलाकारों ने अच्छी प्रदर्शन किया है।",positive
Kasam se mazaa AA Gaya!,positive
क्या आप लोग इस्लामपुर से है ? 🙏🎉,positive
Bhaiya aise aap khan se hain nalanda jila me kidhar hilsa ya parwalpur,positive
जियो ये बिहारी शेर,positive
Mast jee,positive
Jackass's,positive
Chacha ke baato se poora energy aa gya....we all stand for isro....proud of our scientist,positive
जय हो मिथिला 🙏🙏 जय सिया राम 🚩,positive
date बढेगा tension मत लीजिये हम confirm कहते है,positive
आप ऐसे ही सलिंता के साथ इस मार्ग पर बढ़ते रहिए......मुझे आशा ही नहीं बल्कि पूर्ण विश्वास है कि नए युग का  सुधार आंदोलन आपसे ही शुरू होगा जो की अंतिम यात्रा तक जरूर जाएगा जहां लोग एक दूसरे भूंजा फरही  मांग कर खाया करते  थे 🙏🙏🙏आपको कोटि प्रणाम,positive
नीतीश नहीं नीतीशे कुमार जी बोलिए। बिहार के आगे अमेरिका और पेरिस क्या है।पटना मे हथिया चढ़ता है।यहां समस्या अपने आप समाप्त होजाता है।सरकार कि जरूरते नहीं पड़ती है।जाने की नहीं।जय भारत।,negative
"खान सर जिंदाबाद !! खान सर मज़ाक में अमित सिंह का बन गए , कुछ लोग तो योगी आदित्यनाथ बना हुआ !! लग रहा है सच मुच् नाम बदलिये देगा!!",positive
V p bhaiya jindabaad,positive
Waaah....sbse cool baap- beta ..❣️❤️❤️🙏🙏🙏🔥🔥🔥🥰🥰😂😂😂....jodi salamaat rhe🤘😍.. Chacha ji ..gardaa udaa della tu toh.. pranam 🙏,positive
Khan sir हमलोगो ke Dil ❤️ ke dharkan hai.. love u ❤️ sir❤️❤️❤️ Jai Hind Jai Bharat ❤️❤️,positive
Mai toh yeh geet bar bar sunta hu kyo ki is song me apni mithila ki sanskriti jhalkta hai.gayika ko dhanyawad.,positive
Bich vale bhai ka expression 😁😁🤭😆👍,positive
Setting 😜😜 hi sb kuchh hota h hamare Bihar me😜😜,positive
Khan sir jindabad Khan sir jindabad Khan sir jindabad  Jay hind dosto ❤️,positive
"I am from madhay Pradesh, you guys are amzing......haiii re sarkar",mix
Jo jo comment padhne aaya hai we like kare,positive
Sk sir best hi haiiii 😊😊,positive
Ye Nach Pathe Kaha Ka Hai  Mithla Me Kis Gaw Ka,neutral
Jitendra Swami makaipur,positive
"video bahut acha bnaye hain.. Lekin har baat dhoni sir ko blame krke kuch fayda nhi hai.. Jb wo khud captain tha tb toh sb jimmedaari leta. Abhi jb captaincy choddh diya tb log ussi ko criticize krte hain. Kohli ko koi kuch nhi bolta Kyun pant ko 4 pr utara jb dhoni pura fit baithta hai 4 pr. kyun KL rahul ko nhi bolta jo opening krne aata hai yaa out kisiko samjh nhi aata. Kuch bhi hoga ""chalo dhoni ko blame krte hain""  Samjh nhi aata humko ...",mix
बड़ी दिन बाद चचा 👏,positive
Bhaiya Aapne pappu Yadav k liye aawaj uthaye iske liye aapko dil se salute....❤️❤️,positive
दोस्त आप दोनो सिर्फ अच्छे कलाकार नही ।बल्कि अच्छे इंसान भी हो। मैंने आपकी 4 वीडियो देखा है।आप बहुत अच्छा कार्य कर रहे है वीडियो के माध्यम से ।मैं आपसे मिलना चाहता हूं।,positive
Har har mahadev,positive
"Mumbai walo,,,, how is the Josh🤣🤣",positive
Gajab Magadhi Boys and hamare God S.k.jha sir dono ka combination jabardast feelings de deta hai....tahedil se shukriya,positive
इस गीत का बोल को भी लिखना चाहिए। बहुत ही सुंदर प्रस्तुती है🙏👌,positive
"इतना तारीफ कर दिए हों भाई, मसुरी लाल का की उनका फैन की संभाल नहीं पाएगा😀..",positive
Jay  karik maharaj,positive
14 Saal Bad Ye Gana Sun Raha Hun really,positive
nalanda❤❤,positive
Jay Govind maharaj,positive
Yugal bhai next webseries kab aa rha aapka,positive
बहुत खुबसुरत गीत,positive
Vishvajeet aur yugal bhaiya like Jai aur veeru ki jodi 🔥🔥🔥🔥🔥🔥,positive
"हमारी संस्कृति हमारी धरोहर है,‌हमारी संस्कार है, और इसे बचाना चाहिए",positive
Ese hi aage pdte rho,neutral
Siya Ram ki jai ho🙏🙏,positive
Pta nhi Bhaiya aaj hmara pyara desh pradesh kish disha me ja rha h🙁🙁,negative
जब नौकरी न मिली जवानी में त कूद पड़ा प्रधानी में 😁😁,positive
Mazaa aya😂..Khaas krke behind the scene ..New start accha hai,positive
Ye dislike krne wale wahi sab h 😠😠,negative
मैथिली keyboard कहाँ से डाउनलोड करें,positive
खान सर भारत ही नही विश्व के सबसे बेहरीन शिक्षक  में से एक है ।  जय हिन्द जय भारत 🇮🇳🇮🇳🇮🇳🇮🇳 We #supportKhansir 😘😘   🙏🙏🙏🙏🙏🙏,positive
जय मगध जय बिहार जय हिंद ❤️🙏❤️,positive
Bihar wala like kare,positive
लइकी दने का देखह है रे😁😁😂😂😂,positive
Jio Ho Mathali Dham,positive
Khan sir ka help lijiye bhaiya o itna bda unka channel h jo national se international tak ips ias sab log dekhte h sabhi party ka mantri log dekhte h hme lagta h agar Khan sir is matter pr video banayenge tb kahi na kahi poore bihar ke logo me aag lagegi aur is baat ko lekar poora bihar parshashnik ko asar padega,positive
Bachpan me suna gaana soon ker maga aa gata hai.,positive
Sir m ek kisan ka beta hu r sayd ap bhi hm sb apko dekhte h pasand karte h r ummid krte h ki apbhi kisano k bare me ek vodeo kren m shocked hu ki ab tk apne ye kyu nhi kiya kya ap bhi...,negative
Aapka video ka entjar kar rahe the,positive
Bahut hi achchha h गीत,positive
भगवती माई की जय।,positive
आप लोग बहुत आगे जाओगे ऐसा ही लगे रहो छोड़ना नहीं है सरकार को,positive
bhai tu ye video tejaswi yadav ji ko twitter pe tag kro. apna block ka detail vejo unko. next cm h...,positive
Jai Magadh jai bihar 🙏🏼,positive
"Bihar me counting hona chahiye IIT, IIM, AIIMS, SMART CITY, VACANCY, HOSPITAL,  IT SECTOR OFFICE, TOURIST PLACE, MODERN RAILWAY STATION, in sabhi chizo ki...Jaati ginne se kuch nhi hoga.",negative
Ek dum sahi bol rahe ho aap log,positive
Rambhajan,neutral
Sahi bole bhaiya g🤣🤣,positive
Manjhiya na Manjhi g respect fully bolta to achchha Jada lagta,positive
Itna acha kese ho sakta he🤔🤔🤔😍😍😍😍🤩🤩,positive
Wah Bhai kya baat hai jay Bharat 🇮🇳 jay Bihar ❤️❤️❤️❤️❤️❤️❤️❤️❤️😭😭,positive
भगवान सीता राम के लिए एक (Like) बनता है,positive
अद्भुत अति सुंदर मैं सिर्फ और सिर्फ आपके शब्द सुनने के लिए यहां आता हूं,positive
"नीतीश जी को सिर्फ शराब और शराबी दिखाए देता है, उनको शिक्षा की स्तिथि नही दिखता है",negative
"अनपढ़ नेता घूम रहे हैं, मंहगी मंहगी कारों में। डिग्री लेकर रिक्शा खींचे, आज युवा बाजारों में। #SpeakUpForSscRailwayStudents",mix
Maza aa gya bhai.. Aapka her video dekhta hu.,positive
हमारी संस्कृति हमारी विरासत बहुत ही अनोखी है। मैथिल होने पर गर्व है 🥳🥳🥳❤️❤️,positive
ramayan,neutral
Cup se badhkar dhoni h  ...ye line Dil jeet lia,positive
Pranaam bhaiya ji👍,positive
Lajwab bhaiya 🙏,positive
Ekdam sabi baat h...,positive
Hum taiyar hai,positive
Bhaiya khan sir ke sath bhi ek video baniya,positive
"Bhaiya naye, farm bill PR video banaeye...",positive
English me bhi upload karu ??,neutral
Har har Mahadev,positive
Ye ekdam bekar padhate hai . mai inse padhi hun,negative
Ham sabhi students ka yahi hal hota hai khana banane me 😂😂😂,negative
Mast hai bhai Yadav ji,positive
Mathali nach program bihar ka no. 1 program.,positive
"Bhai aapke aawaz me daam hai,🔥🔥, keep it up 👍",positive
💓 wahh bhaiya,positive
बहुत अच्छा है 🙏🙏🙏🙏🙏🙏,positive
Sonu का टॉपिक को लेकर BPSC धांधली वाला मुद्दा को छिपा दिया है पूरे मीडिया और राजनीती क्षेत्र ने 😵😭😖😡🤬,negative
Wah principal sir wah hum Aapke bataye construction abhi tak Nahi bhule,positive
Proud of Hindu 💟,positive
BRO  kya hm is ladke se ye sab sik skte h!!       Please reply bro  I'M BIHARI!!,mix
"We need Physical movement, Train roko tab pta chalega students ka power",negative
"Nitish Sir please.... Apki insaniyat k liye aap Jane jate Hain, dekhiye sawal uthne lge hain ab uss pr🙏",mix
WELDONE MAGADHI BOYS...TUM HO TO AAS HAI TUMHARI AWAAZ ME HI WO PRAYAAS HAI..JINKE VJH SE AAJ LOG BEROJGAR HAI...  JAI MAGADH JAI BIHAR 🙌,positive
Sir group d ka exam pe bhi boliye 3 year se exam nhi hua or nahi koi sunwayi hua,negative
Nice video koi mere comment ko bhi to like kar do plz💖💖💖,neutral
अगर सच मे इसमे प्रतिभा है तो इसे सम्पूर्ण बिहारी हेल्प करेगा सरकार को इसमे ध्यान देना चाहिए,positive
Please Bhai ji aap ek bar student ka bharosa khan sir ka ek bar interview lijjie🙏🙏🙏🙏,positive
ये क्या बोल रहे है आप 🤣🤣🤣    Best line love from banka,positive
Bahut sundar hai,positive
Krishna radhay 🌹🇪🇬🙏🏻🤝🏻,positive
Love u hai bhiya apdono ko ❤️❤️  Ek bar ayodhya jarur jayea🙏,positive
हम बिहार के युवा  को किसी कंपनी को नहीं देंगे हम सभी बिहार के वासियों सभी मिलकर इसकी मदद करेंगे और एक नया कंपनी यह बनाएगा अपना जो भी वीडियो देखता है शेयर करें और अपना अपना राय दें और कुछ मदद करें अरे से बिहार में ही रहने दें और बिहार से ही यह कंपनी चलाएं बिहार के युवा को रोजगार मिल सकेगा और सीखेगा भी तरक्की होगी बिहार के,positive
Khan sir jindabad,positive
खान सर का interview कब लीजिएगा भैया👍👍,positive
बहुत सुन्दर वाउ जुली जी मकर संक्रांति की शुभ अवसर पर हादिँक बधाई एवं शुभ कामनाएं,positive
Mere dost ke saath isi tarah 58000 ka huaa tha,positive
नीतीश कुमार को जो भी इसबार वोट देगा उससे बड़ा चुतिया कोई नही होगा,negative
Gazzbbb..,positive
जय नरसिंह भगवान जय मां काली जय महालक्ष्मी,positive
जय हो विजय हो 🙏🚩👌🇮🇳💪,positive
I support khan sir.   दिल से धन्यवाद आपको।,positive
Aapka dance bhut mst tha 13ko party me 😂pura form me the 😂😂,positive
Bhai engineer  BTSE bahali pirit jati ....😢🙂,negative
काश हमलोग भी अपने होली का तैयारी ऐसे कर पाते । शाला हमारी कोई भऊजी ही नहीं है ।,mix
NANGE PAIR (नंगे पैर)🤗 110 KM BIKE CHALAYE 😱 सुल्तानगंज से देवघर 🙏 ||Angika Boys|| Deepak Mishra 🔥 https://youtu.be/LOqHjcxqmv0,positive
Khan sir jindabad Jisko jalna h jalte rho😂 Khan sir op World 🌎 best teacher khan sir #I stand with khan sir,positive
"जय मगध, जय बिहार ।",positive
Sk Jha sir ki jai ho 🙏🏻🙏🏻🙏🏻,positive
"Vishwajit bhaiya मगध VC के बाउंसर का किरदार निभाने का मौका मिला ,बहुत बहुत आभार युगल भैया आपका ,",positive
जय मिथिला जय मैथिली 🇳🇵🇮🇳🙏❤️,positive
jai ho baba gobind maharaj ki jai ho,positive
Kya kroge dost isi wjh se hmara bihar itna pichhe hai ..kyuki yha mehnti student ki koi izzt hi nhi,negative
धोनी मास्टर जिंदाबाद   I am first liker,positive
@yugal kishore : bal  2 din me bada ho gaya :),positive
रहते हिंदुस्तान में हैं खाते हिंदुस्तान में हैं और गाते पाकिस्तान का हैं उन्हें देश से पंचर बनाने को ही भगा देना चाहिए 😂,positive
Bhut badhiya desh jagane ka aapka word rang layega ❤️❤️🙏🙏,positive
Waah😀,positive
बहुत प्रशंसनीय कार्य भइया लोग🙏 ऎसे ही हमारा मार्ग प्रशस्त करते रहिए और सरकार की हर गलतियों का उजगार करते रहिए❤️,positive
Bahut achha gana h Maithili song Jai Ho Mithila Jai Ho Maithili,positive
Bhai aap bahot hi achhe video banate ho aise hi banate raho mai aapke sath hu,positive
Jay maa,positive
"Bahut acha content hai bhai , doctor real life mai bhi doctor hai aisa mujhe lga 🙄🙄🙄🙄",positive
Ayeee jiooo Venice ke baad America 😁😁😁 uncle ko pranam kahiyega 🙏🙏,positive
Santosh,neutral
Jai jai mata ji,positive
Shandar jabardast .good massage for all,positive
sbhi log khan sir pr positive video bnaiye taki khan sir ko bhi pta chale ki humlog unke sath hai...... I support khan sir,positive
JAy Ho chhathi maiya Jay Ho dinanath 🙏 🙏🙏 🙏🙏 🌻🌺🍁🍁🌿🥀🙏🙏🌹🌹💚🌱🌻🌼🌷 🌼🌺🥀⚖️🤚🥀🌺🍀🌴🌷🌷 🌷🌼🌷 🌼🌺🌳🌳🌿🌼🍀🌹 🌹,positive
मैथली भाषा महान है,positive
😂😂बवाल 😋❤,positive
Wah...wah...,positive
😁😁😁😁😁😁🤣🤣🤣   दुसरका चाचा एकदम फायर मूड में हैं।  🤣🤣,positive
Jaam tara 🙄,negative
भईया आपका सवाल तो सही है ऐसे कामों से ही आम लोगो मे जाती वाद फैलता हैं 🙏🙏,negative
Super se lekar upar tak🙏,positive
"Ye officers v hamare samaaj ke hi hai . Es lalach ne hi to desh ko barbaad kar rha hai . Ghusphatiheye v desh ke resources or job kha rhe hai , en laal chi   log ke karan hi . 1 hazar saal gulam v es lalach ke karan hi tha desh . Angrez wala padhai kar angrez  hi banege na . Bhudh or dharmatma thode na banege.",negative
Bhai aap dono ka to koi jabab nahi kiya  bhagban ne bnaye aap ko  Love u bro,positive
rula Diya song super......,neutral
युवा तेजस्वी को अगला सीएम घोषित करें आप लोग तभी तो युवा लोग का उत्थान होगा,positive
Part 2 bhi laeye,positive
Ekdm sahi baat hai..ye jharkhand me v hai,positive
Gajjjab ka song,positive
जय जय श्री राम जय मगध जय बिहार ❤🎉,positive
Bhaiya please 🙏aap ak video madhubani hatyakand (narshanhar) pe v bnaiye aur andha sarkar aur janta ko jagaiye please 😭🔥🙏,mix
Ati sunder sama song  Is song ko sunne ke baad apne mati pani or gau ki yaad aati hai.,positive
*यूँ तो हम हैं मैथिल बॉयज पर आपके मगधी बॉयज के सबसे बड़े फैन हैं* *शानदार जबरदस्त जिंदाबाद*,positive
ATI Sundar git bahut Aachha achh Poonam ji,positive
